Country,Indicator,Year,Sex,Age,Value
Global,Estimated number of people living with HIV,2004,Female,Age 5-9,"380,000"
Global,Estimated number of people living with HIV,2004,Male,Age 0-14,"1,180,000"
Global,Estimated number of people living with HIV,2004,Male,Age 0-19,"1,400,000"
Global,Estimated number of people living with HIV,2004,Male,Age 0-4,"570,000"
Global,Estimated number of people living with HIV,2004,Male,Age 0-9,"960,000"
Global,Estimated number of people living with HIV,2004,Male,Age 10-14,"210,000"
Global,Estimated number of people living with HIV,2004,Male,Age 10-19,"440,000"
Global,Estimated number of people living with HIV,2004,Male,Age 15-19,"220,000"
Global,Estimated number of people living with HIV,2004,Male,Age 5-9,"390,000"
Global,Estimated number of people living with HIV,2005,Both,Age 0-14,"2,370,000"
Global,Estimated number of people living with HIV,2005,Both,Age 0-19,"3,320,000"
Global,Estimated number of people living with HIV,2005,Both,Age 0-4,"1,110,000"
Global,Estimated number of people living with HIV,2005,Both,Age 0-9,"1,910,000"
Global,Estimated number of people living with HIV,2005,Both,Age 10-14,"470,000"
Global,Estimated number of people living with HIV,2005,Both,Age 10-19,"1,410,000"
Global,Estimated number of people living with HIV,2005,Both,Age 15-19,"940,000"
Global,Estimated number of people living with HIV,2005,Both,Age 5-9,"790,000"
Global,Estimated number of people living with HIV,2005,Female,Age 0-14,"1,170,000"
Global,Estimated number of people living with HIV,2005,Female,Age 0-19,"1,880,000"
Global,Estimated number of people living with HIV,2005,Female,Age 0-4,"550,000"
Global,Estimated number of people living with HIV,2005,Female,Age 0-9,"940,000"
Global,Estimated number of people living with HIV,2005,Female,Age 10-14,"230,000"
Global,Estimated number of people living with HIV,2005,Female,Age 10-19,"940,000"
Global,Estimated number of people living with HIV,2005,Female,Age 15-19,"710,000"
Global,Estimated number of people living with HIV,2005,Female,Age 5-9,"390,000"
Global,Estimated number of people living with HIV,2005,Male,Age 0-14,"1,200,000"
Global,Estimated number of people living with HIV,2005,Male,Age 0-19,"1,440,000"
Global,Estimated number of people living with HIV,2005,Male,Age 0-4,"570,000"
Global,Estimated number of people living with HIV,2005,Male,Age 0-9,"970,000"
Global,Estimated number of people living with HIV,2005,Male,Age 10-14,"240,000"
Global,Estimated number of people living with HIV,2005,Male,Age 10-19,"470,000"
Global,Estimated number of people living with HIV,2005,Male,Age 15-19,"230,000"
Global,Estimated number of people living with HIV,2005,Male,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2006,Both,Age 0-14,"2,410,000"
Global,Estimated number of people living with HIV,2006,Both,Age 0-19,"3,360,000"
Global,Estimated number of people living with HIV,2006,Both,Age 0-4,"1,090,000"
Global,Estimated number of people living with HIV,2006,Both,Age 0-9,"1,900,000"
Global,Estimated number of people living with HIV,2006,Both,Age 10-14,"510,000"
Global,Estimated number of people living with HIV,2006,Both,Age 10-19,"1,460,000"
Global,Estimated number of people living with HIV,2006,Both,Age 15-19,"950,000"
Global,Estimated number of people living with HIV,2006,Both,Age 5-9,"810,000"
Global,Estimated number of people living with HIV,2006,Female,Age 0-14,"1,190,000"
Global,Estimated number of people living with HIV,2006,Female,Age 0-19,"1,890,000"
Global,Estimated number of people living with HIV,2006,Female,Age 0-4,"540,000"
Global,Estimated number of people living with HIV,2006,Female,Age 0-9,"940,000"
Global,Estimated number of people living with HIV,2006,Female,Age 10-14,"250,000"
Global,Estimated number of people living with HIV,2006,Female,Age 10-19,"960,000"
Global,Estimated number of people living with HIV,2006,Female,Age 15-19,"700,000"
Global,Estimated number of people living with HIV,2006,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2006,Male,Age 0-14,"1,220,000"
Global,Estimated number of people living with HIV,2006,Male,Age 0-19,"1,470,000"
Global,Estimated number of people living with HIV,2006,Male,Age 0-4,"550,000"
Global,Estimated number of people living with HIV,2006,Male,Age 0-9,"960,000"
Global,Estimated number of people living with HIV,2006,Male,Age 10-14,"260,000"
Global,Estimated number of people living with HIV,2006,Male,Age 10-19,"500,000"
Global,Estimated number of people living with HIV,2006,Male,Age 15-19,"250,000"
Global,Estimated number of people living with HIV,2006,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2007,Both,Age 0-14,"2,430,000"
Global,Estimated number of people living with HIV,2007,Both,Age 0-19,"3,400,000"
Global,Estimated number of people living with HIV,2007,Both,Age 0-4,"1,070,000"
Global,Estimated number of people living with HIV,2007,Both,Age 0-9,"1,880,000"
Global,Estimated number of people living with HIV,2007,Both,Age 10-14,"550,000"
Global,Estimated number of people living with HIV,2007,Both,Age 10-19,"1,520,000"
Global,Estimated number of people living with HIV,2007,Both,Age 15-19,"970,000"
Global,Estimated number of people living with HIV,2007,Both,Age 5-9,"810,000"
Global,Estimated number of people living with HIV,2007,Female,Age 0-14,"1,200,000"
Global,Estimated number of people living with HIV,2007,Female,Age 0-19,"1,910,000"
Global,Estimated number of people living with HIV,2007,Female,Age 0-4,"530,000"
Global,Estimated number of people living with HIV,2007,Female,Age 0-9,"930,000"
Global,Estimated number of people living with HIV,2007,Female,Age 10-14,"270,000"
Global,Estimated number of people living with HIV,2007,Female,Age 10-19,"980,000"
Global,Estimated number of people living with HIV,2007,Female,Age 15-19,"710,000"
Global,Estimated number of people living with HIV,2007,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2007,Male,Age 0-14,"1,230,000"
Global,Estimated number of people living with HIV,2007,Male,Age 0-19,"1,490,000"
Global,Estimated number of people living with HIV,2007,Male,Age 0-4,"540,000"
Global,Estimated number of people living with HIV,2007,Male,Age 0-9,"950,000"
Global,Estimated number of people living with HIV,2007,Male,Age 10-14,"280,000"
Global,Estimated number of people living with HIV,2007,Male,Age 10-19,"540,000"
Global,Estimated number of people living with HIV,2007,Male,Age 15-19,"260,000"
Global,Estimated number of people living with HIV,2007,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2008,Both,Age 0-14,"2,430,000"
Global,Estimated number of people living with HIV,2008,Both,Age 0-19,"3,420,000"
Global,Estimated number of people living with HIV,2008,Both,Age 0-4,"1,030,000"
Global,Estimated number of people living with HIV,2008,Both,Age 0-9,"1,850,000"
Global,Estimated number of people living with HIV,2008,Both,Age 10-14,"580,000"
Global,Estimated number of people living with HIV,2008,Both,Age 10-19,"1,570,000"
Global,Estimated number of people living with HIV,2008,Both,Age 15-19,"990,000"
Global,Estimated number of people living with HIV,2008,Both,Age 5-9,"810,000"
Global,Estimated number of people living with HIV,2008,Female,Age 0-14,"1,200,000"
Global,Estimated number of people living with HIV,2008,Female,Age 0-19,"1,910,000"
Global,Estimated number of people living with HIV,2008,Female,Age 0-4,"510,000"
Global,Estimated number of people living with HIV,2008,Female,Age 0-9,"910,000"
Global,Estimated number of people living with HIV,2008,Female,Age 10-14,"290,000"
Global,Estimated number of people living with HIV,2008,Female,Age 10-19,"1,000,000"
Global,Estimated number of people living with HIV,2008,Female,Age 15-19,"710,000"
Global,Estimated number of people living with HIV,2008,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2008,Male,Age 0-14,"1,230,000"
Global,Estimated number of people living with HIV,2008,Male,Age 0-19,"1,510,000"
Global,Estimated number of people living with HIV,2008,Male,Age 0-4,"520,000"
Global,Estimated number of people living with HIV,2008,Male,Age 0-9,"940,000"
Global,Estimated number of people living with HIV,2008,Male,Age 10-14,"290,000"
Global,Estimated number of people living with HIV,2008,Male,Age 10-19,"570,000"
Global,Estimated number of people living with HIV,2008,Male,Age 15-19,"280,000"
Global,Estimated number of people living with HIV,2008,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2009,Both,Age 0-14,"2,420,000"
Global,Estimated number of people living with HIV,2009,Both,Age 0-19,"3,430,000"
Global,Estimated number of people living with HIV,2009,Both,Age 0-4,"1,000,000"
Global,Estimated number of people living with HIV,2009,Both,Age 0-9,"1,810,000"
Global,Estimated number of people living with HIV,2009,Both,Age 10-14,"610,000"
Global,Estimated number of people living with HIV,2009,Both,Age 10-19,"1,620,000"
Global,Estimated number of people living with HIV,2009,Both,Age 15-19,"1,020,000"
Global,Estimated number of people living with HIV,2009,Both,Age 5-9,"810,000"
Global,Estimated number of people living with HIV,2009,Female,Age 0-14,"1,190,000"
Global,Estimated number of people living with HIV,2009,Female,Age 0-19,"1,910,000"
Global,Estimated number of people living with HIV,2009,Female,Age 0-4,"490,000"
Global,Estimated number of people living with HIV,2009,Female,Age 0-9,"890,000"
Global,Estimated number of people living with HIV,2009,Female,Age 10-14,"300,000"
Global,Estimated number of people living with HIV,2009,Female,Age 10-19,"1,020,000"
Global,Estimated number of people living with HIV,2009,Female,Age 15-19,"720,000"
Global,Estimated number of people living with HIV,2009,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2009,Male,Age 0-14,"1,220,000"
Global,Estimated number of people living with HIV,2009,Male,Age 0-19,"1,520,000"
Global,Estimated number of people living with HIV,2009,Male,Age 0-4,"510,000"
Global,Estimated number of people living with HIV,2009,Male,Age 0-9,"920,000"
Global,Estimated number of people living with HIV,2009,Male,Age 10-14,"310,000"
Global,Estimated number of people living with HIV,2009,Male,Age 10-19,"600,000"
Global,Estimated number of people living with HIV,2009,Male,Age 15-19,"300,000"
Global,Estimated number of people living with HIV,2009,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2010,Both,Age 0-14,"2,400,000"
Global,Estimated number of people living with HIV,2010,Both,Age 0-19,"3,440,000"
Global,Estimated number of people living with HIV,2010,Both,Age 0-4,"960,000"
Global,Estimated number of people living with HIV,2010,Both,Age 0-9,"1,770,000"
Global,Estimated number of people living with HIV,2010,Both,Age 10-14,"630,000"
Global,Estimated number of people living with HIV,2010,Both,Age 10-19,"1,670,000"
Global,Estimated number of people living with HIV,2010,Both,Age 15-19,"1,040,000"
Global,Estimated number of people living with HIV,2010,Both,Age 5-9,"810,000"
Global,Estimated number of people living with HIV,2010,Female,Age 0-14,"1,180,000"
Global,Estimated number of people living with HIV,2010,Female,Age 0-19,"1,910,000"
Global,Estimated number of people living with HIV,2010,Female,Age 0-4,"470,000"
Global,Estimated number of people living with HIV,2010,Female,Age 0-9,"870,000"
Global,Estimated number of people living with HIV,2010,Female,Age 10-14,"310,000"
Global,Estimated number of people living with HIV,2010,Female,Age 10-19,"1,040,000"
Global,Estimated number of people living with HIV,2010,Female,Age 15-19,"730,000"
Global,Estimated number of people living with HIV,2010,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2010,Male,Age 0-14,"1,220,000"
Global,Estimated number of people living with HIV,2010,Male,Age 0-19,"1,530,000"
Global,Estimated number of people living with HIV,2010,Male,Age 0-4,"490,000"
Global,Estimated number of people living with HIV,2010,Male,Age 0-9,"900,000"
Global,Estimated number of people living with HIV,2010,Male,Age 10-14,"320,000"
Global,Estimated number of people living with HIV,2010,Male,Age 10-19,"630,000"
Global,Estimated number of people living with HIV,2010,Male,Age 15-19,"310,000"
Global,Estimated number of people living with HIV,2010,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2011,Both,Age 0-14,"2,360,000"
Global,Estimated number of people living with HIV,2011,Both,Age 0-19,"3,420,000"
Global,Estimated number of people living with HIV,2011,Both,Age 0-4,"910,000"
Global,Estimated number of people living with HIV,2011,Both,Age 0-9,"1,710,000"
Global,Estimated number of people living with HIV,2011,Both,Age 10-14,"640,000"
Global,Estimated number of people living with HIV,2011,Both,Age 10-19,"1,700,000"
Global,Estimated number of people living with HIV,2011,Both,Age 15-19,"1,060,000"
Global,Estimated number of people living with HIV,2011,Both,Age 5-9,"810,000"
Global,Estimated number of people living with HIV,2011,Female,Age 0-14,"1,160,000"
Global,Estimated number of people living with HIV,2011,Female,Age 0-19,"1,890,000"
Global,Estimated number of people living with HIV,2011,Female,Age 0-4,"450,000"
Global,Estimated number of people living with HIV,2011,Female,Age 0-9,"850,000"
Global,Estimated number of people living with HIV,2011,Female,Age 10-14,"320,000"
Global,Estimated number of people living with HIV,2011,Female,Age 10-19,"1,050,000"
Global,Estimated number of people living with HIV,2011,Female,Age 15-19,"730,000"
Global,Estimated number of people living with HIV,2011,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2011,Male,Age 0-14,"1,190,000"
Global,Estimated number of people living with HIV,2011,Male,Age 0-19,"1,520,000"
Global,Estimated number of people living with HIV,2011,Male,Age 0-4,"460,000"
Global,Estimated number of people living with HIV,2011,Male,Age 0-9,"870,000"
Global,Estimated number of people living with HIV,2011,Male,Age 10-14,"330,000"
Global,Estimated number of people living with HIV,2011,Male,Age 10-19,"650,000"
Global,Estimated number of people living with HIV,2011,Male,Age 15-19,"330,000"
Global,Estimated number of people living with HIV,2011,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2012,Both,Age 0-14,"2,300,000"
Global,Estimated number of people living with HIV,2012,Both,Age 0-19,"3,370,000"
Global,Estimated number of people living with HIV,2012,Both,Age 0-4,"840,000"
Global,Estimated number of people living with HIV,2012,Both,Age 0-9,"1,640,000"
Global,Estimated number of people living with HIV,2012,Both,Age 10-14,"660,000"
Global,Estimated number of people living with HIV,2012,Both,Age 10-19,"1,730,000"
Global,Estimated number of people living with HIV,2012,Both,Age 15-19,"1,070,000"
Global,Estimated number of people living with HIV,2012,Both,Age 5-9,"800,000"
Global,Estimated number of people living with HIV,2012,Female,Age 0-14,"1,130,000"
Global,Estimated number of people living with HIV,2012,Female,Age 0-19,"1,860,000"
Global,Estimated number of people living with HIV,2012,Female,Age 0-4,"410,000"
Global,Estimated number of people living with HIV,2012,Female,Age 0-9,"810,000"
Global,Estimated number of people living with HIV,2012,Female,Age 10-14,"320,000"
Global,Estimated number of people living with HIV,2012,Female,Age 10-19,"1,050,000"
Global,Estimated number of people living with HIV,2012,Female,Age 15-19,"730,000"
Global,Estimated number of people living with HIV,2012,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2012,Male,Age 0-14,"1,170,000"
Global,Estimated number of people living with HIV,2012,Male,Age 0-19,"1,510,000"
Global,Estimated number of people living with HIV,2012,Male,Age 0-4,"430,000"
Global,Estimated number of people living with HIV,2012,Male,Age 0-9,"830,000"
Global,Estimated number of people living with HIV,2012,Male,Age 10-14,"330,000"
Global,Estimated number of people living with HIV,2012,Male,Age 10-19,"670,000"
Global,Estimated number of people living with HIV,2012,Male,Age 15-19,"340,000"
Global,Estimated number of people living with HIV,2012,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2013,Both,Age 0-14,"2,240,000"
Global,Estimated number of people living with HIV,2013,Both,Age 0-19,"3,320,000"
Global,Estimated number of people living with HIV,2013,Both,Age 0-4,"770,000"
Global,Estimated number of people living with HIV,2013,Both,Age 0-9,"1,580,000"
Global,Estimated number of people living with HIV,2013,Both,Age 10-14,"660,000"
Global,Estimated number of people living with HIV,2013,Both,Age 10-19,"1,740,000"
Global,Estimated number of people living with HIV,2013,Both,Age 15-19,"1,080,000"
Global,Estimated number of people living with HIV,2013,Both,Age 5-9,"800,000"
Global,Estimated number of people living with HIV,2013,Female,Age 0-14,"1,100,000"
Global,Estimated number of people living with HIV,2013,Female,Age 0-19,"1,830,000"
Global,Estimated number of people living with HIV,2013,Female,Age 0-4,"380,000"
Global,Estimated number of people living with HIV,2013,Female,Age 0-9,"780,000"
Global,Estimated number of people living with HIV,2013,Female,Age 10-14,"330,000"
Global,Estimated number of people living with HIV,2013,Female,Age 10-19,"1,050,000"
Global,Estimated number of people living with HIV,2013,Female,Age 15-19,"720,000"
Global,Estimated number of people living with HIV,2013,Female,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2013,Male,Age 0-14,"1,140,000"
Global,Estimated number of people living with HIV,2013,Male,Age 0-19,"1,490,000"
Global,Estimated number of people living with HIV,2013,Male,Age 0-4,"390,000"
Global,Estimated number of people living with HIV,2013,Male,Age 0-9,"800,000"
Global,Estimated number of people living with HIV,2013,Male,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2013,Male,Age 10-19,"690,000"
Global,Estimated number of people living with HIV,2013,Male,Age 15-19,"360,000"
Global,Estimated number of people living with HIV,2013,Male,Age 5-9,"410,000"
Global,Estimated number of people living with HIV,2014,Both,Age 0-14,"2,180,000"
Global,Estimated number of people living with HIV,2014,Both,Age 0-19,"3,260,000"
Global,Estimated number of people living with HIV,2014,Both,Age 0-4,"710,000"
Global,Estimated number of people living with HIV,2014,Both,Age 0-9,"1,500,000"
Global,Estimated number of people living with HIV,2014,Both,Age 10-14,"670,000"
Global,Estimated number of people living with HIV,2014,Both,Age 10-19,"1,750,000"
Global,Estimated number of people living with HIV,2014,Both,Age 15-19,"1,080,000"
Global,Estimated number of people living with HIV,2014,Both,Age 5-9,"800,000"
Global,Estimated number of people living with HIV,2014,Female,Age 0-14,"1,070,000"
Global,Estimated number of people living with HIV,2014,Female,Age 0-19,"1,790,000"
Global,Estimated number of people living with HIV,2014,Female,Age 0-4,"350,000"
Global,Estimated number of people living with HIV,2014,Female,Age 0-9,"740,000"
Global,Estimated number of people living with HIV,2014,Female,Age 10-14,"330,000"
Global,Estimated number of people living with HIV,2014,Female,Age 10-19,"1,050,000"
Global,Estimated number of people living with HIV,2014,Female,Age 15-19,"720,000"
Global,Estimated number of people living with HIV,2014,Female,Age 5-9,"390,000"
Global,Estimated number of people living with HIV,2014,Male,Age 0-14,"1,100,000"
Global,Estimated number of people living with HIV,2014,Male,Age 0-19,"1,470,000"
Global,Estimated number of people living with HIV,2014,Male,Age 0-4,"360,000"
Global,Estimated number of people living with HIV,2014,Male,Age 0-9,"760,000"
Global,Estimated number of people living with HIV,2014,Male,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2014,Male,Age 10-19,"700,000"
Global,Estimated number of people living with HIV,2014,Male,Age 15-19,"370,000"
Global,Estimated number of people living with HIV,2014,Male,Age 5-9,"400,000"
Global,Estimated number of people living with HIV,2015,Both,Age 0-14,"2,100,000"
Global,Estimated number of people living with HIV,2015,Both,Age 0-19,"3,180,000"
Global,Estimated number of people living with HIV,2015,Both,Age 0-4,"650,000"
Global,Estimated number of people living with HIV,2015,Both,Age 0-9,"1,430,000"
Global,Estimated number of people living with HIV,2015,Both,Age 10-14,"680,000"
Global,Estimated number of people living with HIV,2015,Both,Age 10-19,"1,760,000"
Global,Estimated number of people living with HIV,2015,Both,Age 15-19,"1,080,000"
Global,Estimated number of people living with HIV,2015,Both,Age 5-9,"780,000"
Global,Estimated number of people living with HIV,2015,Female,Age 0-14,"1,040,000"
Global,Estimated number of people living with HIV,2015,Female,Age 0-19,"1,750,000"
Global,Estimated number of people living with HIV,2015,Female,Age 0-4,"320,000"
Global,Estimated number of people living with HIV,2015,Female,Age 0-9,"700,000"
Global,Estimated number of people living with HIV,2015,Female,Age 10-14,"330,000"
Global,Estimated number of people living with HIV,2015,Female,Age 10-19,"1,040,000"
Global,Estimated number of people living with HIV,2015,Female,Age 15-19,"710,000"
Global,Estimated number of people living with HIV,2015,Female,Age 5-9,"380,000"
Global,Estimated number of people living with HIV,2015,Male,Age 0-14,"1,070,000"
Global,Estimated number of people living with HIV,2015,Male,Age 0-19,"1,440,000"
Global,Estimated number of people living with HIV,2015,Male,Age 0-4,"330,000"
Global,Estimated number of people living with HIV,2015,Male,Age 0-9,"720,000"
Global,Estimated number of people living with HIV,2015,Male,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2015,Male,Age 10-19,"720,000"
Global,Estimated number of people living with HIV,2015,Male,Age 15-19,"370,000"
Global,Estimated number of people living with HIV,2015,Male,Age 5-9,"390,000"
Global,Estimated number of people living with HIV,2016,Both,Age 0-14,"2,030,000"
Global,Estimated number of people living with HIV,2016,Both,Age 0-19,"3,110,000"
Global,Estimated number of people living with HIV,2016,Both,Age 0-4,"600,000"
Global,Estimated number of people living with HIV,2016,Both,Age 0-9,"1,350,000"
Global,Estimated number of people living with HIV,2016,Both,Age 10-14,"680,000"
Global,Estimated number of people living with HIV,2016,Both,Age 10-19,"1,760,000"
Global,Estimated number of people living with HIV,2016,Both,Age 15-19,"1,080,000"
Global,Estimated number of people living with HIV,2016,Both,Age 5-9,"750,000"
Global,Estimated number of people living with HIV,2016,Female,Age 0-14,"1,000,000"
Global,Estimated number of people living with HIV,2016,Female,Age 0-19,"1,700,000"
Global,Estimated number of people living with HIV,2016,Female,Age 0-4,"300,000"
Global,Estimated number of people living with HIV,2016,Female,Age 0-9,"660,000"
Global,Estimated number of people living with HIV,2016,Female,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2016,Female,Age 10-19,"1,040,000"
Global,Estimated number of people living with HIV,2016,Female,Age 15-19,"700,000"
Global,Estimated number of people living with HIV,2016,Female,Age 5-9,"370,000"
Global,Estimated number of people living with HIV,2016,Male,Age 0-14,"1,030,000"
Global,Estimated number of people living with HIV,2016,Male,Age 0-19,"1,410,000"
Global,Estimated number of people living with HIV,2016,Male,Age 0-4,"310,000"
Global,Estimated number of people living with HIV,2016,Male,Age 0-9,"690,000"
Global,Estimated number of people living with HIV,2016,Male,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2016,Male,Age 10-19,"720,000"
Global,Estimated number of people living with HIV,2016,Male,Age 15-19,"380,000"
Global,Estimated number of people living with HIV,2016,Male,Age 5-9,"380,000"
Global,Estimated number of people living with HIV,2017,Both,Age 0-14,"1,960,000"
Global,Estimated number of people living with HIV,2017,Both,Age 0-19,"3,030,000"
Global,Estimated number of people living with HIV,2017,Both,Age 0-4,"560,000"
Global,Estimated number of people living with HIV,2017,Both,Age 0-9,"1,270,000"
Global,Estimated number of people living with HIV,2017,Both,Age 10-14,"690,000"
Global,Estimated number of people living with HIV,2017,Both,Age 10-19,"1,760,000"
Global,Estimated number of people living with HIV,2017,Both,Age 15-19,"1,070,000"
Global,Estimated number of people living with HIV,2017,Both,Age 5-9,"710,000"
Global,Estimated number of people living with HIV,2017,Female,Age 0-14,"960,000"
Global,Estimated number of people living with HIV,2017,Female,Age 0-19,"1,650,000"
Global,Estimated number of people living with HIV,2017,Female,Age 0-4,"280,000"
Global,Estimated number of people living with HIV,2017,Female,Age 0-9,"620,000"
Global,Estimated number of people living with HIV,2017,Female,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2017,Female,Age 10-19,"1,020,000"
Global,Estimated number of people living with HIV,2017,Female,Age 15-19,"680,000"
Global,Estimated number of people living with HIV,2017,Female,Age 5-9,"350,000"
Global,Estimated number of people living with HIV,2017,Male,Age 0-14,"990,000"
Global,Estimated number of people living with HIV,2017,Male,Age 0-19,"1,380,000"
Global,Estimated number of people living with HIV,2017,Male,Age 0-4,"290,000"
Global,Estimated number of people living with HIV,2017,Male,Age 0-9,"650,000"
Global,Estimated number of people living with HIV,2017,Male,Age 10-14,"350,000"
Global,Estimated number of people living with HIV,2017,Male,Age 10-19,"730,000"
Global,Estimated number of people living with HIV,2017,Male,Age 15-19,"380,000"
Global,Estimated number of people living with HIV,2017,Male,Age 5-9,"360,000"
Global,Estimated number of people living with HIV,2018,Both,Age 0-14,"1,880,000"
Global,Estimated number of people living with HIV,2018,Both,Age 0-19,"2,930,000"
Global,Estimated number of people living with HIV,2018,Both,Age 0-4,"530,000"
Global,Estimated number of people living with HIV,2018,Both,Age 0-9,"1,190,000"
Global,Estimated number of people living with HIV,2018,Both,Age 10-14,"690,000"
Global,Estimated number of people living with HIV,2018,Both,Age 10-19,"1,750,000"
Global,Estimated number of people living with HIV,2018,Both,Age 15-19,"1,050,000"
Global,Estimated number of people living with HIV,2018,Both,Age 5-9,"660,000"
Global,Estimated number of people living with HIV,2018,Female,Age 0-14,"930,000"
Global,Estimated number of people living with HIV,2018,Female,Age 0-19,"1,590,000"
Global,Estimated number of people living with HIV,2018,Female,Age 0-4,"260,000"
Global,Estimated number of people living with HIV,2018,Female,Age 0-9,"580,000"
Global,Estimated number of people living with HIV,2018,Female,Age 10-14,"340,000"
Global,Estimated number of people living with HIV,2018,Female,Age 10-19,"1,010,000"
Global,Estimated number of people living with HIV,2018,Female,Age 15-19,"670,000"
Global,Estimated number of people living with HIV,2018,Female,Age 5-9,"320,000"
Global,Estimated number of people living with HIV,2018,Male,Age 0-14,"950,000"
Global,Estimated number of people living with HIV,2018,Male,Age 0-19,"1,340,000"
Global,Estimated number of people living with HIV,2018,Male,Age 0-4,"270,000"
Global,Estimated number of people living with HIV,2018,Male,Age 0-9,"600,000"
Global,Estimated number of people living with HIV,2018,Male,Age 10-14,"350,000"
Global,Estimated number of people living with HIV,2018,Male,Age 10-19,"740,000"
Global,Estimated number of people living with HIV,2018,Male,Age 15-19,"390,000"
Global,Estimated number of people living with HIV,2018,Male,Age 5-9,"330,000"
Global,Estimated number of people living with HIV,2019,Both,Age 0-14,"1,800,000"
Global,Estimated number of people living with HIV,2019,Both,Age 0-19,"2,840,000"
Global,Estimated number of people living with HIV,2019,Both,Age 0-4,"490,000"
Global,Estimated number of people living with HIV,2019,Both,Age 0-9,"1,100,000"
Global,Estimated number of people living with HIV,2019,Both,Age 10-14,"700,000"
Global,Estimated number of people living with HIV,2019,Both,Age 10-19,"1,740,000"
Global,Estimated number of people living with HIV,2019,Both,Age 15-19,"1,040,000"
Global,Estimated number of people living with HIV,2019,Both,Age 5-9,"610,000"
Global,Estimated number of people living with HIV,2019,Female,Age 0-14,"890,000"
Global,Estimated number of people living with HIV,2019,Female,Age 0-19,"1,540,000"
Global,Estimated number of people living with HIV,2019,Female,Age 0-4,"240,000"
Global,Estimated number of people living with HIV,2019,Female,Age 0-9,"540,000"
Global,Estimated number of people living with HIV,2019,Female,Age 10-14,"350,000"
Global,Estimated number of people living with HIV,2019,Female,Age 10-19,"1,000,000"
Global,Estimated number of people living with HIV,2019,Female,Age 15-19,"650,000"
Global,Estimated number of people living with HIV,2019,Female,Age 5-9,"300,000"
Global,Estimated number of people living with HIV,2019,Male,Age 0-14,"910,000"
Global,Estimated number of people living with HIV,2019,Male,Age 0-19,"1,300,000"
Global,Estimated number of people living with HIV,2019,Male,Age 0-4,"250,000"
Global,Estimated number of people living with HIV,2019,Male,Age 0-9,"560,000"
Global,Estimated number of people living with HIV,2019,Male,Age 10-14,"350,000"
Global,Estimated number of people living with HIV,2019,Male,Age 10-19,"740,000"
Global,Estimated number of people living with HIV,2019,Male,Age 15-19,"390,000"
Global,Estimated number of people living with HIV,2019,Male,Age 5-9,"310,000"
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1990,Both,Age 0-14,6.04
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1990,Both,Age 10-19,0.27
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1990,Female,Age 0-14,6.11
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1990,Female,Age 10-19,0.42
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1990,Male,Age 0-14,5.97
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1990,Male,Age 10-19,0.13
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1991,Both,Age 0-14,7.31
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1991,Both,Age 10-19,0.36
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1991,Female,Age 0-14,7.40
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1991,Female,Age 10-19,0.53
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1991,Male,Age 0-14,7.22
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1991,Male,Age 10-19,0.20
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1992,Both,Age 0-14,8.62
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1992,Both,Age 10-19,0.46
Global,"Estimated rate of annual AIDS-related deaths (per 100,000 population)",1992,Female,Age 0-14,8.73
